"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId"
"2025-05-20 07:02:15",1747724535460,"www.indiebookshop.com/api/bookstores/filter","GET","state=ct",-1,"4hwjl-1747724535433-7f6fcb2fd92d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",-1,"iad1",-1,-1,"Serverless: Data preloading middleware running","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 07:02:15",1747724535441,"www.indiebookshop.com/api/bookstores/filter","GET","state=ct",404,"4hwjl-1747724535433-7f6fcb2fd92d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",9,"iad1",260,1024,"","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 07:02:15",1747724535281,"www.indiebookshop.com/api/config","GET","",-1,"59bfz-1747724535162-f3abafe91809","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",-1,"iad1",-1,-1,"Serverless: Data preloading middleware running","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 07:02:15",1747724535183,"www.indiebookshop.com/api/config","GET","",200,"59bfz-1747724535162-f3abafe91809","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",96,"iad1",245,1024,"","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 07:02:15",1747724535140,"www.indiebookshop.com/api/config","GET","",-1,"9xsxp-1747724535049-f014f2716bb7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",-1,"iad1",-1,-1,"Serverless: Data preloading middleware running","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 07:02:15",1747724535064,"www.indiebookshop.com/api/config","GET","",200,"9xsxp-1747724535049-f014f2716bb7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",321,"iad1",260,1024,"","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 06:59:12",1747724352884,"www.indiebookshop.com/api/bookstores/filter","GET","county=Colbert&state=al",-1,"spx4s-1747724352865-bb03e8db9138","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",-1,"iad1",-1,-1,"Serverless: Data preloading middleware running","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 06:59:12",1747724352873,"www.indiebookshop.com/api/bookstores/filter","GET","county=Colbert&state=al",404,"spx4s-1747724352865-bb03e8db9138","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",5,"iad1",258,1024,"","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 06:59:12",1747724352786,"www.indiebookshop.com/api/config","GET","",-1,"dspbb-1747724352771-f305be43183d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",-1,"iad1",-1,-1,"Serverless: Data preloading middleware running","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
"2025-05-20 06:59:12",1747724352773,"www.indiebookshop.com/api/config","GET","",200,"dspbb-1747724352771-f305be43183d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/serverless.js","www.indiebookshop.com","www.indiebookshop.com","dpl_Aq5xjabgSikUgsUt8JRgqQq3qE9m",6,"iad1",258,1024,"","prj_Yq1aRIaq7Ntf1DsBf9DuXukAKF6n","",""
